NumeroLinha;Linha;Nome
6808;616-03;PARTIDAS DA ESTAÇÃO PAMPULHA
6809;620-02;PARTIDAS DA ESTAÇÃO PAMPULHA
6811;643-02;PARTIDAS DA ESTAÇÃO PAMPULHA
6841;718-02;PLANALTO/ESTAÇÃO PAMPULHA
6842;718-03;PARTIDAS DA ESTAÇÃO PAMPULHA
6843;737-04;JAQUELINE/ESTAÇÃO VILARINHO
6844;737-05;PARTIDAS DA ESTAÇÃO VILARINHO
6845;738-03;ZILAH SPÓSITO/ EST.VILARINHO
6847;738-04;PARTIDAS DA ESTAÇÃO VILARINHO
6939;8551;EST. SÃO GABRIEL/EST. UFMG VIA ANEL RODOVIÁRIO
6940;8551-01;PRINCIPAL
6978;621-06;NOTURNO
7138;67-05;RETORNO NA AV. DOM PEDRO II
7139;5107;ESTAÇÃO PAMPULHA/SAVASSI
7140;5107-01;PRINCIPAL
7358;3030-04;AT. OLHOS DAGUA NORTE
7398;619-06;ESTAÇÃO PAMPULHA/SANTA MÔNICA 
7418;3250;EST.DIAMANTE/BURITIS VIA PALMEIRAS
7419;3250-01;EST.DIAMANTE/BURITIS VIA PALMEIRAS
7458;55-03;MINEIRINHO
7459;55-04;PARQUE ECOLÓGICO
7460;55-05;EST. RIO DE JANEIRO / MINEIRÃO
7478;3055-09;VIA OLHOS DAGUA OESTE -CARNAVAL
7480;5107-02;ATENDIMENTO CARNAVAL
7481;9202-14;VIA PCA. ALBERTO T. DOS SANTOS-CARNAVAL 
7618;64-15;VIA ESTAÇÃO VILARINHO-RETORNO AV.PEDROII 
7619;822-05;ATENDIMENTO BAIRRO GOIANIA
7620;822-06;VIA AV. MARGENTA E GOIANIA
7701;4103-10;RETORNO PQ MANGABEIRAS VIA PCA BANDEIRA
7738;838;ESTAÇÃO SÃO GABRIEL/PALMARES VIA UPA NORDESTE
7739;838-01;ESTAÇÃO SÃO GABRIEL/PALMARES VIA UPA NORDESTE
7758;903;GRANJA DE FREITAS/TAQUARIL VIA ALTO VERA CRUZ
7759;903-01;GRANJA DE FREITAS/TAQUARIL VIA ALTO VERA CRUZ
7760;9034;TAQUARIL/CENTRO
7761;9034-01;TAQUARIL/CENTRO
7762;9034-02;DESVIO FEIRA AV. AFONSO PENA
7778;105-03;DESVIO FEIRA AV.AFONSO PENA
4636;4003-01;ESTAÇÃO BARREIRO SAÍDA / ACESSO SHOPPING
4638;4004;LINHA DE BLOQUEIO ESTAÇÃO BARREIRO ACESSO LOJAS
4639;4004-01;LINHA DE BLOQUEIO ESTAÇÃO BARREIRO ACESSO LOJAS
4641;1002;LINHA BLOQUEIO ESTAÇÃO DIAMANTE ACESSO LOJAS
4642;1002-01;LINHA BLOQUEIO ESTAÇÃO DIAMANTE ACESSO LOJAS
4655;636-08;EST. VENDA NOVA/JD. EUROPA VIA CENÁCULO PICO MANHÃ
4656;636-09;EST. VENDA NOVA/JD. EUROPA VIA CENÁCULO PICO-TARDE
4736;4103-06;VIA AMR
4737;9206-05;DESVIO FEIRA DA AVENIDA AFONSO PENA
5016;E087-01;SERVIÇO ESPECIAL SUPLEMENTAR
5076;808-06;PARTIDAS DA ESTAÇÃO COM RETORNO NA RUA DAS ALMAS
5097;65-05;CENTRO/ESTAÇÃO VILARINHO - PICO MANHÃ
5116;601-04;RETORNO ESTAÇÃO VILARINHO - PICO DA MANHÃ
5117;601-05;PARTIDAS DA ESTAÇÃO VILARINHO - PICO DA TARDE
5176;5502A-07;JARDIM VITÓRIA A - ATENDIMENTO VITORIA II
5223;823-03;BAIRRO VITORIA II
5236;642-03;CID. ADMINISTRATIVA / EST. V. NOVA
5319;4403A-05;RETORNO EXPRESSO
5320;506;ESTAÇÃO PONTO SÃO JOSÉ / AV. ANTÔNIO CARLOS
5322;506-01;VIA CASTELO E NOVO OURO PRETO
5323;506-02;VIA OURO PRETO
5365;705-05;NOTURNO
5366;706-03;NOTURNO 
5367;711-04;NOTURNO
5496;AC26;ESTAÇÃO TRANSF. LAGOINHA
5497;AC26-01;ESTAÇÃO TRANSF. LAGOINHA
5498;AC25;ESTAÇÃO TRANSF. SENAI
5499;AC25-01;ESTAÇÃO TRANSF. SENAI
5500;AC24;ESTAÇÃO TRANSF. HOSPITAL ODILON BEHRENS
5501;AC24-01;ESTAÇÃO TRANSF. HOSPITAL ODILON BEHRENS
5502;AC23;ESTAÇÃO TRANSF. IAPI
5503;AC23-01;ESTAÇÃO TRANSF. IAPI
5504;AC22;ESTAÇÃO TRANSF. HOSPITAL BELO HORIZONTE
5505;AC22-01;ESTAÇÃO TRANSF. HOSPITAL BELO HORIZONTE
5506;AC21;ESTAÇÃO TRANSF. OPERÁRIOS
5508;AC20;ESTAÇÃO TRANSF. APARECIDA
5509;AC20-01;ESTAÇÃO TRANSF. APARECIDA
5510;AC19;ESTAÇÃO TRANSF. AMÉRICO VESPÚCIO
5511;AC19-01;ESTAÇÃO TRANSF. AMÉRICO VESPÚCIO
5512;AC18;ESTAÇÃO TRANSF. CACHOEIRINHA
5513;AC18-01;ESTAÇÃO TRANSF. CACHOEIRINHA
5584;614-03;PARTIDAS EST. PAMPULHA
5585;614-04;PARTIDAS RUA JOSE ROCHA PAIXAO
5599;617;PIRATININGA/ESTAÇÃO PAMPULHA VIA RIO BRANCO
5602;617-01;PIRATININGA/ESTAÇÃO PAMPULHA VIA RIO BRANCO
5603;617-02;NOTURNO
5604;619;SANTA MÔNICA/ESTAÇÃO PAMPULHA VIA SANTA BRANCA
5606;620;SANTA MÔNICA/ESTAÇÃO PAMPULHA VIA SANTA AMÉLIA
5607;620-01;SANTA MÔNICA/ESTAÇÃO PAMPULHA VIA SANTA AMÉLIA
5609;644-01;SÃO JOÃO BATISTA/ESTAÇÃO PAMPULHA VIA CANDELARIA
5610;644-02;NOTURNO
5611;644-03;PARTIDAS PÇA PEDRO A. MOREIRA
5612;717;CAMPO ALEGRE/EST.PAMPULHA VIA PLANALTO
5613;717-01;EST. PAMPULHA/CAMPO ALEGRE
5615;718;PLANALTO / EST.PAMPULHA VIA ITAPOÃ
5616;718-01;PLANALTO / EST.PAMPULHA VIA ITAPOÃ
5618;719;FLORAMAR / ESTAÇÃO PAMPULHA
5619;719-01;FLORAMAR / ESTAÇÃO PAMPULHA
5621;719-02;NOTURNO
5622;619-02;NOTURNO
5656;719-03;RETORNO EXPRESSO
5657;717-03;RETORNO EXPRESSO
5658;707-04;RETORNO EXPRESSO
5660;AC01;ESTAÇÃO TRANSF. CANDELÁRIA
5661;AC01-01;ESTAÇÃO TRANSF. CANDELÁRIA
5662;AC02;ESTAÇÃO TRANSF. MINAS CAIXA
5663;AC02-01;ESTAÇÃO TRANSF. MINAS CAIXA
5664;AC03;ESTAÇÃO TRANSF. QUADRAS DO VILARINHO
5665;AC03-01;ESTAÇÃO TRANSF. QUADRAS DO VILARINHO
5666;AC04;ESTAÇÃO TRANSF. UPA VENDA NOVA
5667;AC04-01;ESTAÇÃO TRANSF. UPA VENDA NOVA
5676;5550-02;EST.PAMPULHA/EST.SÃO JOSÉ
5677;5550-03;EST.PAMPULHA/EST.SÃO JOSÉ-NOTURNO
5776;68;EST. VILARINHO/AV. ANTONIO CARLOS
5777;68-01;EST. VILARINHO/AV. ANTONIO CARLOS
5778;62-12;VIA EST. VILARINHO
5780;83P-02;HOSPITAIS
5781;737-03;PARTIDAS - E.E. P.COMANDUCCI
5782;739-03;NOTURNO
5783;5201-09;NOTURNO
5784;634-04;ATENDIMENTO A ANTENA
5785;634-05;VIA ESTAÇÃO VENDA NOVA
4664;66-06;ESTAÇÃO SÃO GABRIEL / SAVASSI
5816;6030;CIDADE ADMINISTRATIVA/SAVASSI - VIA HOSPITAIS
5817;6030-01;CID. ADMIN./SAVASSI- HOSPITAIS
5821;3302A-08;NOVA PAMPULHA / CENTRO
5822;3302B-03;BRAUNAS / CENTRO
5856;808-07;VIA PARQUE REAL
5936;E130;SERVIÇO ESPECIAL VIAÇÃO TRANS OESTE
5937;E130-01;SERVIÇO ESPECIAL VIAÇÃO TRANS OESTE
6018;62-13;DIRETA
6146;6030-02;CID.ADM./SAVASSI- VIA ANDRADAS
6238;8108-03;ATENDIMENTO CARNAVAL
6239;8203-10;ATENDIMENTO CARNAVAL
6240;8205-07;ATENDIMENTO CARNAVAL
6241;8205-08;VIA ALTO BARROCA: CARNAVAL
6242;8205-09;VIA BAIRRO S. PAULO: CARNAVAL
6243;8207-07;ATENDIMENTO CARNAVAL
6244;2034-02;ATENDIMENTO CARNAVAL
6245;2035-02;ATENDIMENTO CARNAVAL
6246;4031-02;ATENDIMENTO CARNAVAL
6248;3030-03;ATENDIMENTO CARNAVAL
6249;3054-03;ATENDIMENTO CARNAVAL
6250;4405-07;ATENDIMENTO CARNAVAL
6251;4405-08;HOSPITAIS_ R. ENEIDA: CARNAVAL
6252;4405-09;NOTURNO: CARNAVAL
6253;4410-04;ATENDIMENTO CARNAVAL
6254;3301A-03;ATENDIMENTO CARNAVAL
6255;3302A-09;VIA HOSPITAIS: CARNAVAL
6256;4403A-06;ATENDIMENTO CARNAVAL
6257;4403A-07;NOTURNO: CARNAVAL
6259;5503A-09;NOTURNO: CARNAVAL
6260;5503A-10;VILA S. JORGE EST. JC: CARNAVAL
6261;5503A-11;EST. J. CÂNDIDO: CARNAVAL
6262;8208-05;ATENDIMENTO CARNAVAL
6263;8405-03;ATENDIMENTO CARNAVAL
6264;8501-03;ATENDIMENTO CARNAVAL
6354;1170-02;ATENDIMENTO CARNAVAL
6357;2104-09;PARTIDAS AV. LUIZ PAULO FRANCO
6359;2150-02;ATENDIMENTO CARNAVAL
6362;2152-02;ATENDIMENTO CARNAVAL
6364;3502-04;ATENDIMENTO CARNAVAL
6366;4201-06;ATENDIMENTO CARNAVAL
6371;4107-08;VIA CARLOS ETIENE-CARNAVAL
6373;4108-06;RUA VILA RICA CARNAVAL
6375;4111-12;ESCOLA GUINARD CARNAVAL
6377;4111-11;RETORNO PÇA DO PORTO - CARNAVAL
6380;4113-09;FUND. TORINO  CARNAVAL
6382;5102-11;ATENDIMENTO CARNAVAL
6385;5102-12;NÃO ATEND.UFMG  CARNAVAL
6387;8102-06;ATENDIMENTO CARNAVAL
6389;8150-02;ATENDIMENTO CARNAVAL
6391;8203-11;CRISTOVAM CHIARADIA CARNAVAL
6393;8203-12;BURITIS II CARNAVAL
6394;8205-11;FEIRA SILVA LOBO CARNAVAL
6395;8205-12;FEIRA ALTO BARROCA CARNAVAL
6396;9101-05;ATENDIMENTO CARNAVAL
6397;9105-07;ATENDIMENTO CARNAVAL
6399;9201-09;FEIRA SILVA LOBO CARNAVAL
6400;9204-08;ATENDIMENTO CARNAVAL
6401;9214-05;ATENDIMENTO CARNAVAL
1058;3301B-02;VIA BAIRRO SANTANA
6518;9250-06;PARTIDAS DA AV. SANTA ALBERTINA
6598;S19;HOSPITAL EVANGELICO\SHOPPING BOULEVARD
6599;S19-01;HOSPITAL EVANGELICO\SHOPPING BOULEVARD
6659;32-08;ATENDIMENTO CARNAVAL
6660;5250-05;ATENDIMENTO CARNAVAL
6898;618-04;PARTIDAS DA ESTAÇÃO PAMPULHA
6899;626-09;PARTIDAS DA ESTAÇÃO VENDA NOVA
6900;626-10;ESPLENDOR/ESTAÇÃO VENDA NOVA
6901;719-04;FLORAMAR/ESTAÇÃO PAMPULHA
6902;719-05;PARTIDAS DA ESTAÇÃO PAMPULHA
6903;739-04;JAQUELINE/ESTAÇÃO VILARINHO
6904;739-05;PARTIDAS DA ESTAÇÃO VILARINHO
6998;618-05;RIO BRANCO/ESTAÇÃO PAMPULHA
7198;5033-02;ATENDIMENTO CARNAVAL
7200;5104-06;ATENDIMENTO CARNAVAL
7201;5104-07;SUZANA-RETORNO CARNAVAL
7203;5203-02;ATENDIMENTO CARNAVAL
7204;63-08;ATENDIMENTO SABADO DE CARNAVAL
7238;8101-05;SANTA CRUZ / CENTRO_CARNAVAL
7558;338;ESTAÇÃO BARREIRO/PILAR-OLHOS D ÁGUA
7559;338-01;PRINCIPAL
7638;S11;CRUZEIRO/GUTIERREZ
7639;S11-01;CRUZEIRO/GUTIERREZ
7679;4103-12;VIA PARQUE DAS MANGABEIRAS - CARNAVAL
4756;901-04;RETORNO BAIRRO SAGRADA FAMILIA
4836;332-02;ATENDIMENTO AO CONJUNTO ESPERANÇA
4936;S66-02;TUPI\EUROPA
4937;S70-02;CONJ. FELICIDADE\SHOPPING DEL REY C/RET.EXPRESSO
4998;E087;SERVIÇO ESPECIAL SUPLEMENTAR
5156;2215A-14;DESVIO FESTA DE SÃO LÁZARO RUA PADRE PAULO REGÓLIO
5196;811-03;EST. SÃO GABRIEL/VISTA DO SOL  - RETORNO EXPRESSO
5216;9033-02;CENTRO/MINEIRÃO PARTIDA RUA RIO GRANDE DO SUL
5217;9033-03;CENTRO/MINEIRÃO PARTIDA AV. DO CONTORNO
5218;9033-04;TORCIDA DO ATLETICO CENTRO/MINEIRÃO
5219;9033-05;TORCIDA DO ATLETICO MINEIRÃO/CENTRO
5220;5503A-08;RETORNO NO CENTRO
5237;SE01-02;VIA AEROPORTO DA PAMPULHA
5357;PR01;ESTAÇÃO DE TRANSF. TAMOIOS
5358;PR01-01;ESTAÇÃO DE TRANSF. TAMOIOS
5359;PR02;ESTAÇÃO DE TRANSF. CARIJÓS
5360;PR02-01;ESTAÇÃO DE TRANSF. CARIJÓS
5361;SD01;ESTAÇÃO DE TRANSF. SÃO PAULO
5362;SD01-01;ESTAÇÃO DE TRANSF. SÃO PAULO
5363;SD02;ESTAÇÃO DE TRANSF. RIO DE JANEIRO
5364;SD02-01;ESTAÇÃO DE TRANSF. RIO DE JANEIRO
5369;716-04;NOTURNO
5371;806-06;NOTURNO
5372;809-03;NOTURNO
5373;810-04;NOTURNO
924;329-01;ESTAÇÃO BARREIRO/JATOBA/VIA TIROL
5436;807-03;PARTIDAS DA EST. SÃO GABRIEL
459;5522A-02;MONTE AZUL
784;1000-01;ESTAÇÃO DIAMANTE
5559;50-01;EST. PAMPULHA/CENTRO-DIRETA
5562;51;EST.PAMPULHA/CENTRO/HOSPITAIS
5563;510-01;XANGRILA/ESTAÇÃO PAMPULHA VIA TREVO
5564;51-01;EST.PAMPULHA/CENTRO/HOSPITAIS
5565;614;CEU AZUL A/ESTAÇÃO PAMPULHA VIA AV. PORTUGAL
5566;51-02;NOTURNO
5568;52;EST. PAMPULHA / AV. ANTONIO CARLOS
5569;52-01;EST. PAMPULHA / AV. ANTONIO CARLOS
5567;614-01;CEU AZUL A/ESTAÇÃO PAMPULHA VIA AV. PORTUGAL
5570;614-02;PARTIDAS DA ESTAÇÃO PAMPULHA
5571;615;CEU AZUL B/ESTAÇÃO PAMPULHA VIA GARÇAS
5572;615-01;CEU AZUL B/ESTAÇÃO PAMPULHA VIA GARÇAS
5573;616;CÉU AZUL C / ESTAÇÃO PAMPULHA
5575;616-02;NOTURNO
5576;618;RIO BRANCO/ESTAÇÃO PAMPULHA VIA JARDIM LEBLON
5577;618-01;RIO BRANCO/ESTAÇÃO PAMPULHA VIA JARDIM LEBLON
5579;643;COPACABANA/ESTAÇÃO PAMPULHA VIA MONTE CARMELO
5580;643-01;COPACABANA/ESTAÇÃO PAMPULHA VIA MONTE CARMELO
5582;645;SANTA MÔNICA/EST. PAMPULHA VIA JARDIM ATLÂNTICO
5583;645-01;SANTA MÔNICA/EST. PAMPULHA VIA JARDIM ATLÂNTICO
5627;2033;BETÂNIA / CENTRO
5628;2033-01;BETÂNIA / CENTRO
5629;2034;CONJUNTO BETÂNIA / CENTRO
5630;2034-01;CONJUNTO BETÂNIA / CENTRO
5633;207;BETÂNIA / ESTAÇÃO VILA OESTE
5634;207-01;BETÂNIA / ESTAÇÃO VILA OESTE
5670;7000;LINHAS ACESSO ESTAÇÃO VILARINHO
5671;7000-01;LINHAS ACESSO ESTAÇÃO VILARINHO
5672;7001;LINHAS BLOQUEIO ESTAÇÃO VILARINHO
5673;7001-01;LINHAS BLOQUEIO ESTAÇÃO VILARINHO
5697;ST01-02;CIRCUITO TUR. CENTRO-SUL - ATEND. PQ. MANGABEIRAS
5698;ST01-03;ATEND. PQ. MANGABEIRAS - DESVIO DA FEIRA
5717;AC05;ESTAÇÃO TRANSF. CRISTIANO GUIMARÃES
5718;AC05-01;ESTAÇÃO TRANSF. CRISTIANO GUIMARÃES
5719;AC06;ESTAÇÃO TRANSF. PLANALTO
5720;AC06-01;ESTAÇÃO TRANSF. PLANALTO
5721;AC07;ESTAÇÃO TRANSF. SÃO JOÃO BATISTA
5722;AC07-01;ESTAÇÃO TRANSF. SÃO JOÃO BATISTA
5723;AC08;ESTAÇÃO TRANSF. LAGOA DO NADO
5724;AC08-01;ESTAÇÃO TRANSF. LAGOA DO NADO
5725;AC09;ESTAÇÃO TRANSF. MONTESE
5726;AC09-01;ESTAÇÃO TRANSF. MONTESE
5727;AC10;ESTAÇÃO TRANSF. MONTE CASTELO
5728;AC10-01;ESTAÇÃO TRANSF. MONTE CASTELO
5756;S61-02;MANTIQUEIRA/EST. VILARINHO-ENCERRA R.NOVA MALIBU
3679;8550-01;EST.SÃO GABRIEL/ZOO-VIA EST.PAMP.
4514;66-01;EST. VILARINHO/CENTRO/HOSP/VIA C.MACHADO
5818;55;EVENTOS PAMPULHA/CENTRO/SAVASSI
5819;55-01;MINEIRÃO / ESPLANADA NORTE
214;30-10;ESTACAO DIAMANTE/CENTRO
5876;815-03;EXPRESSO - ESTAÇÃO/BAIRRO
5877;815-04;CONJ.PAULO VI / ESTAÇÃO
5878;608-04;ESCOLA MARIA ANDRADE-NOVA PAMPULHA
5896;4102-04;APARECIDA/CENTRO DESVIO FEIRA AV. AFONSO PENA
5898;8102-04;UNIÃIO/CARMO SION - DESVIO FEIRA AV. AFONSO PENA
5899;8108-02;CIDADE NOVA/SAVASSI - DESVIO FEIRA AV. AFONSO PENA
5902;9105-05;NOVA VISTA/CENTRO - DESVIO FEIRA AV AFONSO PENA
5916;5201-10;PART. EST. SÃO FRANCISCO
5996;5250-04;DIRETA/RETORNO CEFET I
6142;6031;CIDADE ADMINISTRATIVA/CENTRO
6143;6031-01;CIDADE ADMINISTRATIVA/CENTRO
6158;705-06;CENTRO ESP. MÉDICA - UNIFENAS
35;1146A-01;CONJUNTO ANTONIO TEIXEIRA DIAS
115;2207Z-01;SERRA VERDE/ZOOLOGICO
165;2215B-02;CEU AZUL B
326;4032-01;CAICARA /SAVASSI/ PCA. DA LIBERDADE
384;5030-04;UFMG/CENTRO
457;5522A;MONTE AZUL
640;9205-02;NOVA VISTA/NOVA CINTRA
726;SC04B;SANTA CASA/RODOVIARIA/SAVASSI B
348;4113-01;BOM JESUS/BELVEDERE VIA AV. RAJA GABAGLIA
748;8405;PALMARES/BELA VISTA
1157;E081-01;SERVIÇO ESPECIAL VIAÇÃO VERA CRUZ
1266;5008-01;LINHA UCT - ESTAÇÃO CENTRAL
1374;S66-01;TUPI/EUROPA
2954;E118;SERVIÇO ESPECIAL S&M TRANSPORTES
925;315; ESTAÇÃO BARREIRO/BARREIRO/MALDONADO
1399;3050-14;RETORNO BH SHOPPING
4017;3029;REGINA / CENTRO
785;1000;ESTAÇÃO DIAMANTE
6318;9407-07;ATENDIMENTO CARNAVAL
6319;9408-04;ATENDIMENTO CARNAVAL
6321;9410-04;ATENDIMENTO CARNAVAL
6322;9411-04;ATENDIMENTO CARNAVAL
6323;9412-18;ATENDIMENTO CARNAVAL
6324;9412-19;NOTURNO CARNAVAL
6325;9414-05;VIA CALIFORNIA CARNAVAL
6326;9501-08;ATENDIMENTO CARNAVAL
6329;9503-05;ATENDIMENTO CARNAVAL
6330;9801-03;ATENDIMENTO CARNAVAL
6331;9803-04;ATENDIMENTO CARNAVAL
6332;9805-04;ATENDIMENTO CARNAVAL
6333;1404A-13;ATENDIMENTO CARNAVAL
6334;1404B-07;ATENDIMENTO CARNAVAL
6335;1404C-06;ATENDIMENTO CARNAVAL
6336;3501A-13;ATENDIMENTO CARNAVAL
6337;3501A-14;VIA EST. JOSÉ C. CARNAVAL
6338;3501A-15;F.SERRA E EST.J.CAND.- CARNAVAL
6339;3501A-16;VIA FERNÃO DIAS  CARNAVAL
6340;3501B-04;ATENDIMENTO CARNAVAL
6341;3503A-11;ATENDIMENTO CARNAVAL
6342;3503A-12;NOTURNO CARNAVAL
6343;3503A-13;OURO MINAS CARNAVAL
6345;4801A-05;ATENDIMENTO CARNAVAL
6346;4801A-06;R. IRACI N. GLORIA  CARNAVAL
6347;4802A-09;ATENDIMENTO CARNAVAL
6348;4802A-10;JARDIM FILADÉLFIA  CARNAVAL
6349;4802A-11;BAIRRO PINDORAMA CARNAVAL
6350;8001A-05;ATENDIMENTO CARNAVAL
6351;SC04A-02;ATENDIMENTO CARNAVAL
6353;SC02B-03;ATENDIMENTO CARNAVAL
6355;5506A-03;ATENDIMENTO CARNAVAL
6356;5503B-03;ATENDIMENTO CARNAVAL
6358;5503A-13;VIA VILA SÃO JORGE - CARNAVAL
6360;5503A-12;ATENDIMENTO CARNAVAL
6361;5502C-11;BAIRRO VITÓRIA - CARNAVAL: TARDE
6363;5502C-10;BAIRRO VITÓRIA - CARNAVAL: MANHÃ
6365;5502C-09;ATENDIMENTO CARNAVAL
6367;4403B-05;ATENDIMENTO CARNAVAL
6368;4403C-03;ATENDIMENTO CARNAVAL
6370;3503A-14;VIA PÇA. DIVINA PASTORA - CARNAVAL
6372;3501A-17;FAZENDA DA SERRA - CARNAVAL
6374;3302D-05;HOSPITAIS CARNAVAL
6378;3302B-05;HOSPITAIS CARNAVAL
6379;3302B-04;ATENDIMENTO CARNAVAL
6381;3302A-10;ATENDIMENTO CARNAVAL
6383;3301B-04;VIA SANTANA: CARNAVAL
6384;3301B-03;ATENDIMENTO CARNAVAL
6388;9502-07;ZOOLÓGICO: CARNAVAL
6390;9501-09;NOVO SÃO LUCAS - CARNAVAL
6392;9414-06;ATENDIMENTO CARNAVAL
6418;4102-06;ATENDIMENTO CARNAVAL
6419;3302D-04;ATENDIMENTO CARNAVAL
6420;4403D-05;ATENDIMENTO CARNAVAL
6458;62-17;VIA VILARINHO - CARNAVAL
6459;3055-07;NOTURNO-VIA EST. DIAMANTE - CARNAVAL
6460;4034-12;ATENDIMENTO CARNAVAL
6461;8401-06;SAO JOSE/CENTRO - CARNAVAL
6463;9250-05;ATENDIMENTO CARNAVAL
6464;9407-08;VIA OSMARIO SOARES - CARNAVAL
6465;9411-05;E.E. WALT DISNEY - CARNAVAL
6466;SC01B-02;ATENDIMENTO CARNAVAL
6639;208;ESTAÇÃO BARREIRO/BETÂNIA VIA NOVO DAS INDUSTRIAS
6640;208-01;ESTAÇÃO BARREIRO/BETÂNIA VIA NOVO DAS INDUSTRIAS
6718;9202-11;ENCERRA VIAGEM NO ESTORIL
6719;9202-12;PARTIDAS DO ESTORIL
6878;4037-03;ATENDIMENTO DOMINGO/FERIADOS
7038;634-06;NOVA YORK/ESTAÇÃO VILARINHO
7039;634-07;NOVA YORK/ESTAÇÃO VIA ANTENA
7040;634-08;PARTIDAS DA ESTAÇÃO VILARINHO
7042;634-09;NOVA YORK/ESTAÇÃO.VILARINHO VIA EVN 
7043;634-10;PARTIDAS EST VILARINHO VIA EVN
7044;619-05;PARTIDAS DA ESTAÇÃO PAMPULHA
7078;5104;SUZANA/CRUZEIRO-VIA UNIVERSITÁRIO  
7079;5104-01;PRINCIPAL
7080;5104-02;DESVIO FEIRA AV. AFONSO PENA
7081;5104-03;SUZANA/RETORNO PÇA LIBERDADE
7082;5104-04;SUZANA/RET.P. LIBERDADE-FEIRA
7083;5104-05;UNIVERSITÁRIO/RET.PÇA LIBERDADE
7118;5203;CASTELO/ESTRELA DO ORIENTE VIA MANACÁS 
7119;5203-01;CASTELO/ESTRELA DO ORIENTE VIA MANACÁS
7120;5033;STA TEREZINHA/PÇA. DA LIBERDADE VIA TANC. NEVES 
7121;5033-01;STA TEREZINHA/PÇA. DA LIBERDADE VIA TANC. NEVES 
7178;902;TAQUARIL/CASTANHEIRAS
7179;902-01;PRINCIPAL
7218;9415-02;ATENDIMENTO CARNAVAL
7278;608-05;ESCOLA MARIA ANDRADE-VENDA NOVA
7279;608-06;PARTIDAS R. FRANCISCO ADOLFO VIANA
7338;S92;ESPLANADA/BURITIS
7339;S92-01;PRINCIPAL
7340;3055-08;VIA OLHOS DÁGUA OESTE
7378;4103-08;VIA PRAÇA DA BANDEIRA
7498;4103-11;RETORNO NA PORTARIA PARQUE
7518;3052-07;PARQUE DAS MANGABEIRAS - CARNAVAL
7578;S10-03;VIA RUA ALCOBAÇA - MANHÃ
7579;S10-04;VIA RUA ALCOBAÇA - TARDE
7658;2153;GUTIERREZ/CRUZEIRO
7659;2153-01;GUTIERREZ/CRUZEIRO
31;1144C-01;BAIRRO MINEIRAO
98;2103-06;DESVIO FEIRA DA AV. AFONSO PENA
150;2214-02;FLORAMAR
220;301;EST. DIAMANTE/NOVO STA CECÍLIA VIA BR INDUSTRIAL
277;318-03;ARAGUAIA/MILIONARIOS
349;4113-03;ATENDIMENTO A FUNDACAO TORINO
377;4802A-02;PINDORAMA/BOA VISTA
448;5520B-01;HELIOPOLIS
496;61-02;ESTACAO VENDA NOVA/CENTRO-DIRETA
552;64-03;RETORNO AV. DOM PEDRO II
615;9101-02;ALTO STA LUCIA- DESVIO FEIRA A.PENA      
708;SA01-01;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
787;2000-01;EST. VENDA NOVA
850;715;ESTAÇÃO SAO GABRIEL / MONTE AZUL
938;332-01; EST.BARR./MILIONARIOS-BONSUCESSO
1023;9503-03;TAQUARIL/JARAGUA
151;2214R;FLORAMAR/VIADUTO SAO FRANCISCO
352;4201;ALTO CAICARA/NOVA CINTRA
565;8001A-01;ANA LUCIA/BH SHOPPING
791;2208B-05;JARDIM EUROPA
879;5102-07;UFMG/ SANTO ANTONIO
1093;E008;SERVIÇO ESPECIAL COLETIVOS VENDA NOVA
1149;E073-01;SERVIÇO ESPECIAL VIAÇÃO SÃO GERALDO
1257;5004;LINHA UGM - ESTAÇÃO GAMELEIRA
1326;S20;PALMEIRAS/SERRA
1361;S60-01;ETELVINA CARNEIRO/JARDIM LEBLON VIA VENDA NOVA
1422;106;ESTAÇÃO CENTRAL / HOSPITAIS
1482;9803-03;TAQUARIL / CENTRO - RETORNO VIADUTO FLORESTA
3714;702-04;XODO-MARIZE- ATEND. ESTAÇÃO SÃO GABRIEL
1943;9031-02;CENTRO / RUA NOSSA SENHORA DE FÁTIMA 
3056;1404A-09;ALÍPIO DE MELO / RG CENTRO
109;2152-01;SALGADO FILHO/CRUZEIRO VIA SAVASSI
57;1404B-01;ESTRELA DO ORIENTE/ JARDIM INCOFIDENCIA
272;317-01;CIRCULAR SAUDE B
2780;5513-04;JULIANA - CENTRO
3687;734-01;EST.S.GABRIEL/A.REIS- MINASLÂNDIA
3699;507;OURO PRETO / SHOPPING DEL REY
3894;5517-11;MINAS CAIXA/ CENTRO - RETORNO EXPRESSO            
2186;336-01;HOSP.EDU.MENEZES/VILA BERNADETE
3075;5517-09;ATENDIMENTO CIDADE ADMI NISTRATIVA - C/B
292;3302A-01;NOVA PAMPULHA/CENTRO VIA ITAMARATI
169;2215B-06;CEU AZUL B
107;2151-01;VISTA ALEGRE/SERRA
1282;5015;LINHA USG - ESTAÇÃO SÃO GABRIEL
2417;637-04;EST.VILARINHO/CANAÃ  VIA MG 10
3334;1502-02;VISTA ALEGRE/GUARANI
3594;9412-16;DESVIO FEIRA DA AV AFONSO PENA
4235;66-03;ATENDIMENTO CIDDADE ADMINISTRATIVA PICO TARDE
737;4110-01;DOM CABRAL/FAC. MILTON CAMPOS VIA BELVEDERE
